Go.	Va !
The experiment seemed to be going well.	L'expérience sembla bien se dérouler.
The experiment seemed to be going well.	L'expérience a semblé bien se dérouler.
The explosion frightened the villagers.	L'explosion a terrorisé les villageois.
The failure is due to his carelessness.	L'échec est le résultat de son insouciance.
The farmer seeded the field with wheat.	Le fermier ensemença le champ de blé.
The fighting lasted about three months.	Les combats durèrent environ trois mois.
The first season of the year is spring.	La première saison de l'année c'est le printemps.
The flowers will brighten up the table.	Les fleurs vont enjoliver la table.
The fugitive made a run for the border.	Le fugitif se précipita vers la frontière.
The game will be held even if it rains.	Le jeu sera maintenu même s'il pleut.
The girl still believes in Santa Claus.	Cette fille croit encore au Père Noël.
The greatest happiness lies in freedom.	Le plus grand des bonheurs c'est la liberté.
The heat's preventing me from sleeping.	La chaleur m'empêche de dormir.
The hostages will be released tomorrow.	Les otages seront libérés demain.
The huge tanker has just left the dock.	Le pétrolier géant vient de quitter le bassin.
The hunter hunted rabbits with his dog.	Un chasseur chassait des lièvres avec son chien.
The killer's identity is still unknown.	L'identité du meurtrier reste inconnue.
The last time I saw Tom was in October.	La dernière fois que j'ai vu Tom, c'était en octobre.
The leaves on the tree have turned red.	Les feuilles de l'arbre sont devenues rouges.
The leaves on the tree have turned red.	Les feuilles, sur l'arbre, ont viré au rouge.
The man lit a cigarette with a lighter.	L'homme alluma une cigarette avec un briquet.
The man sitting next to me spoke to me.	L'homme assis à côté de moi me parla.
The man was ashamed of being born poor.	L'homme avait honte d'être né pauvre.
The man you saw yesterday was my uncle.	L'homme que tu as vu hier est mon oncle.
The man you see over there is my uncle.	L'homme que tu vois là est mon oncle.
The mayor addressed the general public.	Le maire s'est adressé à la population.
The missing cat has not been found yet.	Le chat disparu n'a pas encore été retrouvé.
The moon is the earth's only satellite.	La Lune est le seul satellite de la Terre.
The mother is looking for a babysitter.	La mère cherche un baby-sitter.
The news finally reached me last night.	Les nouvelles me sont enfin parvenues hier soir.
The next step was to sign the document.	L'étape suivante était de signer le document.
The noise distracted him from studying.	Le bruit le distrayait de ses études.
The old chair groaned under her weight.	La vieille chaise grinça sous son poids.
The old man sometimes talks to himself.	Le vieil homme se parle parfois à lui-même.
The only person who hasn't paid is you.	La seule personne qui n'a pas payé, c'est toi.
The only thing I have now are memories.	Les seules choses que j'ai maintenant sont des souvenirs.
The package was wrapped in thick paper.	Le paquet était enveloppé dans un papier épais.
The patrolman motioned me to pull over.	L'agent de police m'a fait signe de m'arrêter.
The patrolman motioned me to pull over.	L'agent de police m'a signifié de m'arrêter.
The patrolman motioned me to pull over.	L'agent de police me fit signe de m'arrêter.
The patrolman motioned me to pull over.	L'agent de police me signifia de m'arrêter.
The pen I lost yesterday was a new one.	Le stylo que j'ai perdu hier était neuf.
The picture looks better at a distance.	Cette image rend mieux de loin.
The police are looking into the matter.	La police enquête.
The policeman aimed his gun at the man.	Le policier mit l'homme en joue.
The policeman didn't believe the thief.	Le policier ne crut pas le voleur.
The policeman grabbed the robber's arm.	Le policier se saisit du bras du voleur.
The policemen fired at the car's tires.	Les policiers ont tiré sur les pneus de la voiture.
The post office is that brown building.	Le bureau de poste est ce bâtiment marron.
The president is difficult to approach.	Le président est difficile à approcher.
The problem disappeared as if by magic.	Le problème a disparu comme par magie.
The problem disappeared as if by magic.	Le problème disparut comme par magie.
The problem is not worth consideration.	Le problème ne vaut pas la réflexion.
The problem is we don't have much time.	Le problème c'est qu'on a pas beaucoup de temps.
The rebels took control of the capital.	Les rebelles ont pris le contrôle de la capitale.
The reporter criticized the politician.	Le journaliste critiqua le politicien.
The results were far from satisfactory.	Les résultats étaient loin d'être satisfaisants.
The rich are different from you and me.	Les riches sont différents de vous et moi.
The rich are different from you and me.	Les riches sont différents de toi et moi.
The road curves gently toward the lake.	La route courbe légèrement en direction du lac.
The sailors abandoned the burning ship.	Les marins abandonnèrent le navire en flammes.
The ship was at the mercy of the waves.	Le bateau était à la merci des vagues.
The shop was crowded with young people.	Le magasin était plein de jeunes gens.
The situation got out of their control.	La situation échappa à leur contrôle.
The sky is clear and the sun is bright.	Le ciel est bleu et le soleil brille.
The soldiers had more powerful weapons.	Les soldats disposaient d'armes d'une puissance de feu supérieure.
The soldiers lost the courage to fight.	Les soldats ont perdu le courage de se battre.
The soldiers resisted the enemy attack.	Les soldats ont résisté à l'attaque ennemie.
The supplies are beginning to give out.	Les provisions commencent à s'épuiser.
The teacher made him stay after school.	Le professeur l'a forcé à rester à l'école.
The teacher told them to stop fighting.	L'instituteur leur dit d'arrêter de se battre.
The telephone rang a few minutes later.	Le téléphone retentit quelques minutes plus tard.
The telephone rang a few minutes later.	Le téléphone sonna quelques minutes plus tard.
The telephone rang a few minutes later.	Le téléphone a sonné quelques minutes plus tard.
The telephone rang a few minutes later.	Le téléphone a retenti quelques minutes plus tard.
The thief was apprehended this morning.	Le voleur a été arrêté ce matin.
The town where I was born is beautiful.	La ville où je suis né est belle.
The train arrives at platform number 5.	Le train arrive au quai numéro 5.
The train doesn't stop at that station.	Le train ne s'arrête pas à cette gare.
The train stopped because of the storm.	Le train s'est arrêté en raison de la tempête.
The traveler stopped to ask me the way.	Le voyageur s'est arrêté pour me demander le chemin.
The truth is that I love somebody else.	La vérité c'est que j'aime quelqu'un d'autre.
The two nations have strong trade ties.	Les deux nations ont de forts liens commerciaux.
The two towns are separated by a river.	Les deux villes sont séparées par un fleuve.
The war had united the American people.	La guerre a unifié le peuple Américain.
The war was finally brought to a close.	On mit finalement un terme à la guerre.
The whole class is present once a week.	Toute la classe est présente une fois par semaine.
The word "nigger" is an offensive term.	Le terme "nègre" est offensant.
The work must be completed by tomorrow.	Le travail doit être fini pour demain.
The work was finished before I arrived.	Le travail était fini avant que je n'arrive.
The young man came running to meet her.	Le jeune homme est venu la rencontrer en courant.
Their contract expired on October 20th.	Leur contrat expire le vingt octobre.
Their goods are of the highest quality.	Leurs marchandises sont de la plus haute qualité.
Their lifestyle is different from ours.	Leur style de vie est différent du nôtre.
There appears to have been an accident.	Il paraît qu'il a eu un accident.
There are a lot of things I have to do.	Il y a de nombreuses choses que j'ai à faire.
There are no dogs bigger than this one.	Il n'existe pas de chiens plus grands que celui-là.
There are plenty of fish in this river.	Il y a plein de poissons dans cette rivière.
There are some cookies under the table.	Il y a des biscuits sous la table.
There are still many things left to do.	Il reste encore beaucoup à faire.
There are two cats sleeping on the bed.	Deux chats dormaient sur le lit.
There is a bird feeder in our backyard.	Il y a une mangeoire à oiseaux au fond de notre arrière-cour.
There is a cafeteria in the university.	Il y a une cafétéria à l'université.
There is a photo of Tom on Mary's desk.	Il y a une photo de Tom sur le bureau de Marie.
There is a very old temple in the town.	Il y a un très vieux temple dans la ville.
There is an urgent need for more money.	On a un besoin urgent d'argent.
There is an urgent need for volunteers.	On a un besoin urgent de volontaires.
There is cranberry juice in the fridge.	Il y a du jus de canneberge dans le réfrigérateur.
There is little prospect of my success.	Ma réussite est improbable.
There is no doubt that he was murdered.	Il n'y a pas de doute qu'il a été assassiné.
There is not much traffic on this road.	Il n'y a pas beaucoup de circulation sur cette route.
There isn't enough coffee for everyone.	Il n'y a pas assez de café pour tout le monde.
There might be a gas leak in our house.	Il pourrait y avoir une fuite de gaz dans notre maison.
There must be an easier way to do this.	Il doit y avoir une façon plus simple de faire ça.
There must be some way we can help Tom.	Il doit y avoir un moyen pour nous d'aider Tom.
There must be something else we can do.	Il doit y avoir quelque chose d'autre que nous pouvons faire.
There was a castle here many years ago.	Il y a de nombreuses années se tenait ici un château.
There was a discussion on the measures.	Ces mesures ont été débattues.
There was a tape recorder on the table.	Il y avait un magnétophone sur la table.
There was little furniture in the room.	La pièce n'était pas très meublée.
There was little sugar left in the pot.	Il restait peu de sucre dans le bocal.
There was no signature on the contract.	Il n'y avait pas de signature sur le contrat.
There wasn't even one book in the room.	Il n'y avait pas même un livre dans la pièce.
There wasn't much traffic this morning.	Il n'y avait pas beaucoup de circulation ce matin.
There were a lot of girls at the party.	Il y avait beaucoup de filles à la fête.
There were a lot of people in the park.	Il y avait beaucoup de monde dans le parc.
There will be a lunar eclipse tomorrow.	Il y aura une éclipse lunaire demain.
There's a bank in front of the station.	Il y a une banque devant la gare.
There's a body in the trunk of the car.	Il y a un cadavre dans le coffre de la voiture.
There's a body in the trunk of the car.	Il y a un cadavre dans le coffre de la bagnole.
There's a bus stop close to our school.	Il y a un arrêt de bus à proximité de notre école.
There's a garden in front of our house.	Notre maison est pourvue d'un jardin sur sa face avant.
There's a lot of furniture in the room.	Il y a de nombreux meubles dans la pièce.
There's hardly any water in the bucket.	Il n'y a pratiquement pas d'eau dans le seau.
There's not enough coffee for everyone.	Il n'y a pas assez de café pour tout le monde.
There's nothing more we can do for Tom.	Il n'y a rien d'autre que nous puissions faire pour Tom.
There's one thing that is bothering me.	Il y a une chose qui me tracasse.
There's someone waiting for me outside.	Il y a quelqu'un qui m'attend dehors.
There's something I wanted to give you.	Il y a quelque chose que je voulais te donner.
There's volcanic ash in the atmosphere.	Il y a dans l'atmosphère de la cendre volcanique.
These are my shoes and those are yours.	Ces chaussures sont les miennes, et voici les tiennes.
These are the shoes I bought last week.	Ce sont les chaussures que j'ai achetées la semaine dernière.
These shirts are selling like hotcakes.	Ces chemises se vendent comme des petits pains.
These two brothers resemble each other.	Ces deux frères se ressemblent.
They always talk about the same things.	Ils parlent toujours des mêmes choses.
They announced that a storm was coming.	Ils ont annoncé qu'une tempête allait venir.
They are both working at the pet store.	Ils travaillent tous les deux à l'animalerie.
They are currently attending a meeting.	Ils sont actuellement en réunion.
They are on good terms with each other.	Ils sont en bons termes l'un avec l'autre.
They are on good terms with each other.	Ils sont en bons termes les uns avec les autres.
They arrived in Paris at the same time.	Ils sont arrivés à Paris en même temps.
They began to quarrel among themselves.	Ils commencèrent à se quereller entre eux.
They called for an end to the fighting.	Ils ont appelé à mettre fin au combat.
They called for an end to the fighting.	Elles ont appelé à mettre fin au combat.
They called for an end to the fighting.	Ils appelèrent à mettre fin au combat.
They called for an end to the fighting.	Elles appelèrent à mettre fin au combat.
They didn't offer me anything to drink.	Ils ne m'ont rien offert à boire.
They didn't offer me anything to drink.	Elles ne m'ont rien offert à boire.
They don't make them like they used to.	Ils ne les font plus ainsi qu'ils les faisaient.
They don't make them like they used to.	Elles ne les font plus ainsi qu'elles les faisaient.
They dragged their boat onto the beach.	Ils tirèrent leur bateau sur la plage.
They fought the measures in the courts.	Ils ont combattu les mesures en justice.
They had a debate on same-sex marriage.	Ils eurent un débat sur le mariage homosexuel.
They had a debate on same-sex marriage.	Ils ont eu un débat sur le mariage homosexuel.
They had a debate on same-sex marriage.	Elles eurent un débat sur le mariage homosexuel.
They had a debate on same-sex marriage.	Elles ont eu un débat sur le mariage homosexuel.
They had no alternative but to retreat.	Ils n'eurent d'autre choix que de battre en retraite.
They had no alternative energy sources.	Ils n'avaient pas de sources d'énergie alternatives.
They knew exactly what they were doing.	Ils savaient exactement ce qu'ils faisaient.
They knew exactly what they were doing.	Ils savaient exactement ce qu'elles faisaient.
They knew exactly what they were doing.	Elles savaient exactement ce qu'ils faisaient.
They knew exactly what they were doing.	Elles savaient exactement ce qu'elles faisaient.
They knew how much danger they were in.	Ils savaient en quels périls ils se trouvaient.
They knew how much danger they were in.	Elles savaient en quels périls elles se trouvaient.
They knew how much danger they were in.	Elles savaient en quels périls ils se trouvaient.
They knew how much danger they were in.	Ils savaient en quels périls elles se trouvaient.
They knew how much danger they'd be in.	Ils savaient en quels périls ils se trouveraient.
They knew how much danger they'd be in.	Elles savaient en quels périls elles se trouveraient.
They knew how much danger they'd be in.	Ils savaient en quels périls elles se trouveraient.
They knew how much danger they'd be in.	Elles savaient en quels périls ils se trouveraient.
They knew how much danger they'd be in.	Ils savaient quels dangers ils encouraient.
They knew how much danger they'd be in.	Ils savaient quels dangers elles encouraient.
They knew how much danger they'd be in.	Elles savaient quels dangers elles encouraient.
They knew how much danger they'd be in.	Elles savaient quels danger ils encouraient.
They left it to me to decide on a gift.	Ils me laissèrent décider d'un cadeau.
They left it to me to decide on a gift.	Elles me laissèrent décider d'un cadeau.
They love to give parties all the time.	Ils adorent faire des fêtes tout le temps.
They painted their house bright yellow.	Elles peignirent leur maison d'un jaune vif.
They sat in the shade of that big tree.	Ils se sont assis à l'ombre de ce grand arbre.
They shot the film in an actual desert.	Ils ont tourné le film dans un vrai désert.
They spent the entire day on the beach.	Ils passèrent la totalité de la journée sur la plage.
They spent the entire day on the beach.	Ils ont passé la totalité de la journée sur la plage.
They were born one month apart in 1970.	Ils sont nés à un mois d'intervalle en 1970.
They were responsible for the accident.	Ils furent responsables de l'accident.
They were responsible for the accident.	Ils ont été responsables de l'accident.
They were responsible for the accident.	Elles furent responsables de l'accident.
They were responsible for the accident.	Elles ont été responsables de l'accident.
They were responsible for the accident.	Ce sont eux qui furent responsables de l'accident.
They were responsible for the accident.	Ce sont elles qui furent responsables de l'accident.
They were responsible for the accident.	Ce sont eux qui ont été responsables de l'accident.
They were responsible for the accident.	Ce sont elles qui ont été responsables de l'accident.
They were waiting for the gate to open.	Ils attendaient l'ouverture de la porte.
They were worried about getting caught.	Ils étaient inquiets de se faire prendre.
They were worried about getting caught.	Elles étaient inquiètes de se faire prendre.
They weren't able to agree on anything.	Ils furent incapables de se mettre d'accord sur quoi que ce soit.
They will debate the question tomorrow.	Ils discuteront de la question demain.
They will debate the question tomorrow.	Elles discuteront de la question demain.
They're both in love with the same guy.	Elles sont toutes les deux amoureuses du même type.
They're both in love with the same guy.	Elles sont toutes deux amoureuses du même type.
They're going to show us the documents.	Ils vont nous montrer les documents.
They're here until the end of the week.	Ils sont là jusqu'à la fin de la semaine.
They're not going to give you this job.	Ils ne vont pas te donner ce travail.
They're not going to give you this job.	Elles ne vont pas vous fournir cet emploi.
They're not going to give you this job.	Ils ne vont pas vous confier ce poste.
They're studying French and web design.	Ils étudient le français et le webdesign.
They've written a bill for health care.	Ils ont rédigé un projet de loi sur la santé.
They've written a bill for health care.	Elles ont rédigé un projet de loi sur la santé.
Things are starting to get interesting.	Les choses commencent à devenir intéressantes.
This armchair is comfortable to sit in.	Ce fauteuil est confortable pour s'asseoir dedans.
This bike belongs to my little brother.	Ce vélo est celui de mon petit frère.
This bike belongs to my little brother.	Ce vélo appartient à mon petit frère.
This book will awaken your imagination.	Ce livre va éveiller votre imagination.
This car comes with an air conditioner.	Cette voiture est équipée de la climatisation.
This coffee is too hot for me to drink.	Ce café est si chaud que je n'arrive pas à le boire.
This cold weather isn't usual for June.	Ce froid n'est pas habituel pour un mois de juin.
This decision won't make anybody happy.	Cette décision ne rendra personne heureux.
This dog is trained to smell out drugs.	Ce chien est entraîné à sentir l'odeur de la drogue.
This dog saved that little girl's life.	Ce chien a sauvé la vie de cette fillette.
This elevator's capacity is ten people.	La capacité de cet ascenseur est de dix personnes.
This fluid can be substituted for glue.	Ce fluide peut remplacer la colle.
This happened more than three days ago.	C'est arrivé il y a plus de trois jours.
This invention will make you very rich.	Cette invention te rendra très riche.
This invention will make you very rich.	Cette invention vous rendra très riches.
This is a bit too tight around my neck.	C'est un peu serré autour de la gorge.
This is a difficult time for all of us.	C'est un moment difficile pour nous tous.
This is a difficult time for all of us.	C'est un moment difficile pour nous toutes.
This is a major environmental disaster.	C'est un désastre environnemental majeur.
This is a matter of the utmost gravity.	C'est une affaire de la plus haute gravité.
This is a picture of the ship I was on.	C'est une photographie du bateau sur lequel je me trouvais.
This is kind of embarrassing, actually.	C'est, en vérité, assez embarrassant.
This is my favorite place in this city.	C'est mon endroit préféré en ville.
This is the biggest hotel in this city.	C'est le plus grand hôtel dans cette ville.
This is the book that I told you about.	C'est le livre dont je t'ai parlé.
This is the dictionary I use every day.	C'est le dictionnaire que j'utilise tous les jours.
This is the house in which he was born.	C'est la maison dans laquelle il est né.
This is the reason I disagree with you.	C'est la raison pour laquelle je ne suis pas d'accord avec toi.
This is the worst thing I've ever done.	C'est la pire chose que j'ai jamais faite.
This isn't the time to talk about that.	Ce n'est pas le moment de parler de ça.
This letter was never meant to be sent.	Cette lettre ne devait jamais être envoyée.
This painting is attributed to Picasso.	Ce tableau est attribué à Picasso.
This patient is suffering from hypoxia.	Ce patient souffre d'hypoxie.
This patient is suffering from hypoxia.	Cette patiente souffre d'hypoxie.
This picture was taken three years ago.	Cette photo a été prise il y a trois ans.
This plan had little chance of success.	Ce plan avait peu de chance de réussite.
This shirt is too small for me to wear.	Cette chemise est trop petite pour que je la porte.
This sofa can seat three people easily.	Trois personnes peuvent facilement s'asseoir dans ce canapé.
This steak is as tough as shoe leather.	Ce steak est aussi dur que de la semelle.
This time tomorrow, we'll be in Boston.	Demain à cette heure-ci nous serons à Boston.
This winter will probably be very cold.	L'hiver sera probablement très froid.
This work has to be finished by Monday.	Ce travail doit être terminé d'ici lundi.
This year has been a lucky one for him.	Cette année lui a apporté beaucoup de chance.
Those books are always in great demand.	Ces bouquins sont toujours très demandés.
Those kinds of methods are out of date.	Ces genres de méthodes sont dépassées.
Those old laws were all done away with.	Ces vieilles lois furent toutes mises au rancart.
Three buttons are missing from my coat.	Il manque trois boutons sur mon manteau.
To loosen a screw, turn it to the left.	Pour desserrer une vis, tourne-la vers la gauche.
To loosen a screw, turn it to the left.	Pour desserrer une vis, la tourner vers la gauche.
To loosen a screw, turn it to the left.	Pour desserrer une vis, tournez-la vers la gauche.
To make things even worse, he got sick.	Pour comble de malheur, il tomba malade.
To start with, I want to thank you all.	Pour commencer, je veux tous vous remercier.
To tell the truth, I completely forgot.	A dire vrai, j'ai complètement oublié.
To tell the truth, I don't really care.	Pour être honnête, cela m'importe peu.
Today I don't feel like doing anything.	Aujourd'hui je n'ai pas envie de faire quoi que ce soit.
Today I don't feel like doing anything.	Aujourd'hui je n'ai rien envie de faire.
Today, I met my new philosophy teacher.	Aujourd'hui j'ai fait la connaissance de ma nouvelle professeur de philosophie.
Tom actually figured it out by himself.	Tom l'a en fait découvert par lui-même.
Tom and Mary both shook their heads no.	Tom et Marie ont tous les deux fait non de la tête.
Tom and Mary both shook their heads no.	Tom et Marie firent tous deux non de la tête.
Tom and Mary both wanted a lot of kids.	Tom et Marie voulaient tous les deux beaucoup d'enfants.
Tom and Mary did that, but John didn't.	Tom et Mary l'ont fait, mais pas John.
Tom and Mary often eat dinner together.	Tom et Mary dînent souvent ensemble.
Tom and Mary often play cards together.	Tom et Mary jouent souvent aux cartes ensemble.
Tom and Mary worked out their problems.	Tom et Marie ont résolu leurs problèmes.
Tom and his friends went to the circus.	Tom et ses amis sont allés au cirque.
Tom asked Mary about her new boyfriend.	Tom questionna Mary au sujet de son nouveau petit-ami.
Tom asked Mary if she knew John's wife.	Tom demanda à Marie si elle connaissait la femme de Jean.
Tom asked Mary to play tennis with him.	Tom a demandé à Marie de venir jouer au tennis avec lui.
Tom asked Mary who she was looking for.	Tom demanda à Mary qui elle cherchait.
Tom asked Mary who she was looking for.	Tom a demandé à Mary qui elle était en train de chercher.
Tom asked Mary why John was so unhappy.	Tom a demandé à Marie pourquoi Jean était si triste.
Tom believed that John was his brother.	Tom croyait que John était son frère.
Tom blew all his money on a motorcycle.	Tom a balancé son argent sur une moto.
Tom bought Mary some expensive clothes.	Tom a acheté à Marie quelques vêtements chers.
Tom brushes his teeth after every meal.	Tom se brosse les dents après chaque repas.
Tom called Mary, but the line was busy.	Tom a appelé Mary, mais la ligné était occupée.
Tom challenged Mary to a game of chess.	Tom proposa à Mary de faire une partie d’échecs.
Tom claimed to be an expert in finance.	Tom a prétendu être un expert de la finance.
Tom claims he knows nothing about Mary.	Tom affirme ne rien savoir à propos de Mary.
Tom claims he knows nothing about Mary.	Tom affirme ne rien savoir à propos de Marie.
Tom couldn't believe what had happened.	Tom ne pouvait pas croire ce qu'il s'était passé.
Tom couldn't eat solid food for a week.	Tom n'a pas pu manger des aliments solides durant une semaine.
Tom couldn't tell what the problem was.	Tom était incapable de dire quel était le problème.
Tom cut his finger on a piece of glass.	Tom s'est coupé le doigt sur un morceau de verre.
Tom denied that he had stolen anything.	Tom nia qu'il ait volé quelque chose.
Tom did it with the best of intentions.	Tom l'a fait avec les meilleures intentions.
Tom didn't like French class very much.	Tom n'aimait pas beaucoup les cours de français.
Tom didn't understand a word Mary said.	Tom ne comprenait pas ce que Marie disait.
Tom didn't want Mary to move to Boston.	Tom ne voulait pas que Mary déménage à Boston.
Tom disagrees with Mary on that matter.	Tom n'est pas d'accord avec Mary sur ce sujet.
Tom disagrees with Mary on that matter.	Tom est en désaccord avec Mary sur cette question.
Tom divorced his second wife last year.	Tom a divorcé de sa deuxième épouse l'année dernière.
Tom doesn't drive as carefully as I do.	Tom ne conduit pas aussi prudemment que moi.
Tom doesn't have either a cat or a dog.	Tom n'a ni chien ni chat.
Tom doesn't have the right to say that.	Tom n'a pas le droit de dire ça.
Tom doesn't have to come here tomorrow.	Tom n'a pas besoin de venir ici demain.
Tom doesn't know how to cook very well.	Tom ne sait pas très bien cuisiner.
Tom doesn't know how to drive a manual.	Tom ne sait pas conduire une voiture à vitesses manuelles.
Tom doesn't know which color to choose.	Tom ne sait pas quelle couleur choisir.
Tom doesn't like being told what to do.	Tom n'aime pas qu'on lui dise quoi faire.
Tom doesn't like working in the garden.	Tom n'aime pas travailler dans le jardin.
Tom doesn't live with his wife anymore.	Tom ne vit plus avec sa femme.
Tom doesn't really want me to help him.	Tom ne veut pas vraiment que je l'aide.
Tom doesn't seem to be very interested.	Tom ne semble pas très intéressé.
Tom doesn't understand why we did that.	Tom ne comprend pas pourquoi nous avons fait ça.
Tom doesn't want to go to school today.	Tom ne veut pas aller à l'école aujourd'hui.
Tom doesn't work as much as he used to.	Tom ne travaille plus autant qu'il le faisait.
Tom dried his hands with a small towel.	Tom s'est essuyé les mains avec une petite serviette.
Tom drove Mary to the nearest hospital.	Tom a conduit Marie vers l'hôpital le plus proche.
Tom fainted at the sight of the needle.	Tom s'est évanoui à la vue de l'aiguille.
Tom first met Mary at a cafe in Boston.	Tom a rencontré Mary pour la première fois dans un café à Boston.
Tom found it very difficult to breathe.	Tom trouva cela très difficile de respirer.
Tom gave his all, but it wasn't enough.	Tom a tout donné, mais ça n'a pas suffit.
Tom got a call from someone named Mary.	Tom reçu un appel d'une personne qui s'appelait Mary.
Tom got almost everything he asked for.	Tom a obtenu presque tout ce qu'il voulait.
Tom got another letter from Mary today.	Tom a reçu une autre lettre de Marie aujourd'hui.
Tom got quite a few positive responses.	Tom a eu quelques réponses justes.
Tom grew up in a small fishing village.	Tom a grandi dans un petit village de pêcheurs.
Tom has come up with another good idea.	Tom a eu une autre bonne idée.
Tom has never gotten over Mary's death.	Tom ne s'est jamais remis de la mort de Marie.
Tom has no intention of leaving Boston.	Tom n'a pas l'intention de quitter Boston.
Tom has read a lot of books about that.	Tom a lu beaucoup de livres sur le sujet.
Tom has read a lot of books about that.	Tom a lu beaucoup de livres là-dessus.
Tom has to stay in Boston this weekend.	Tom doit rester à Boston ce week-end.
Tom hasn't actually been to Boston yet.	En fait, Tom n'a pas encore été à Boston.
Tom hasn't changed a bit since college.	Tom n'a pas changé d'un poil depuis le collège.
Tom hasn't found out yet what Mary did.	Tom n'a pas encore découvert ce que Maria a fait.
Tom hasn't played the guitar for years.	Tom n'a plus joué de guitare depuis des années.
Tom is a close personal friend of mine.	Tom est un des mes amis proches.
Tom is a security guard at the airport.	Tom est agent de sécurité à l'aéroport.
Tom is a very good guitarist, isn't he?	Tom est un très bon guitariste, n'est-ce pas ?
Tom is an experienced dental assistant.	Tom est un assistant dentaire expérimenté.
Tom is an idiot, but I love him anyway.	Tom est un idiot, mais je l'aime quand même.
Tom is definitely feeling better today.	Tom se sent vraiment mieux aujourd'hui.
Tom is fatter than when I last saw him.	Tom est plus gros que la dernière fois où je l'ai vu.
Tom is one of Mary's childhood friends.	Tom est l'un des amis d'enfance de Marie.
Tom is still in the classroom studying.	Tom est encore dans la salle de classe en train d'étudier.
Tom is the best roommate I've ever had.	Tom est le meilleur colocataire que j'ai eu.
Tom is the only person Mary knows here.	Tom est ici la seule personne que Mary connaît.
Tom is the only person who can help me.	Tom est la seule personne qui puisse m'aider.
Tom is the only person who can help me.	Tom est la seule personne qui puisse me venir en aide.
Tom is too irresponsible to have a pet.	Tom est trop irresponsable pour avoir un animal de compagnie.
Tom is too old to be living on his own.	Tom est trop vieux pour vivre seul.
Tom is very good at playing the violin.	Tom joue très bien du violon.
Tom is worried about what might happen.	Tom est préoccupé par ce qui pourrait arriver.
Tom isn't the only one who's exhausted.	Tom n'est pas le seul à être exténué.
Tom knew he'd just made a huge mistake.	Tom savait qu'il venait de faire une énorme erreur.
Tom knew that Mary was studying French.	Tom savait que Marie étudiait le français.
Tom knows that Mary can't speak French.	Tom sait que Maria ne parle pas français.
Tom knows what you've done, doesn't he?	Tom sait ce que tu as fait, n'est-ce pas ?
Tom knows what you've done, doesn't he?	Tom sait ce que vous avez fait, n'est-ce pas ?
Tom knows why nobody came to his party.	Tom sait pourquoi personne n'est venu à sa fête.
Tom left his umbrella in the classroom.	Tom a laissé son parapluie dans la classe.
Tom looked at the painting on the wall.	Tom regarda le tableau sur le mur.
Tom made an emergency stop on the road.	Tom s'est arrêté en urgence sur le côté de la route.
Tom managed to escape through a window.	Tom réussit à s'enfuir par une fenêtre.
Tom never said he wanted to go with us.	Tom n'a jamais dit qu'il voulait aller avec nous.
Tom often goes to the movies with Mary.	Tom va souvent au cinéma avec Mary.
Tom often mispronounces people's names.	Tom prononce souvent mal le nom des gens.
Tom parked his car behind the building.	Tom a garé sa voiture derrière l'immeuble.
Tom parked the car behind Mary's house.	Tom a garé la voiture derrière la maison de Mary.
Tom probably thought I didn't like him.	Tom a probablement pensé que je ne l'aimais pas.
Tom purposely left the last page blank.	Tom a volontairement laissé la dernière page blanche.
Tom pushed his nose against the window.	Tom pressa son nez contre la fenêtre.
Tom reminds me of a boy I used to know.	Tom me rappelle un garçon que j’ai connu autrefois.
Tom said he didn't know Mary's address.	Tom a dit qu'il ne connaissait pas l'adresse de Mary.
Tom said he didn't know where Mary was.	Tom a dit qu'il ne savait pas où était Mary.
Tom said he'd like to see Mary do that.	Tom a dit qu'il aimerait voir Mary le faire.
Tom said that you wanted to go with us.	Tom a dit que tu voulais y aller avec nous.
Tom said that you wanted to go with us.	Tom a dit que vous vouliez venir avec nous.
Tom says he hasn't eaten in three days.	Tom dit qu'il n'a pas mangé depuis trois jours.
Tom says he won't answer any questions.	Tom dit qu'il ne répondra à aucune question.
Tom seems to be much happier than Mary.	Tom semble être bien plus heureux que Mary.
Tom should have followed Mary's advice.	Tom aurait dû suivre les conseils de Marie.
Tom should've gone to Boston with Mary.	Tom aurait dû aller à Boston avec Mary.
Tom shouldn't have borrowed Mary's car.	Tom n'aurait pas dû emprunter la voiture de Marie.
Tom showed up at just the right moment.	Tom apparut pile au bon moment.
Tom speaks French as well as Mary does.	Tom parle français aussi bien que Mary.
Tom spent three months in the hospital.	Tom a passé trois mois à l'hôpital.
Tom started to like Mary more and more.	Tom commença à aimer Mary de plus en plus.
Tom still hasn't answered my questions.	Tom n'a toujours pas répondu à mes questions.
Tom threw something at me and I ducked.	Tom m'a jeté quelque chose et je me suis baissé rapidement.
Tom threw something at me and I ducked.	Tom m'a jeté quelque chose et je me suis baissée rapidement.
Tom told me he didn't get enough sleep.	Tom m'a dit qu'il n'avait pas assez dormi.
Tom told me not to say anything to you.	Tom m'a dit de ne rien te dire.
Tom told the police everything he knew.	Tom a dit tout ce qu'il savait à la police.
Tom told the police everything he knew.	Tom a dit à la police tout ce qu'il savait.
Tom told the police everything he knew.	Tom dit tout ce qu'il savait à la police.
Tom told the police everything he knew.	Tom raconta tout ce qu'il savait à la police.
Tom told the police everything he knew.	Tom raconta à la police tout ce qu'il savait.
